ean,product_id,manufacturer,article_type,provider,tyre_width,tyre_aspect_ratio,tyre_construction,tyre_diameter,tyre_load_index,tyre_speed_index,tyre_tread,tyre_tt_tl,rim_width,rim_diameter,rim_offset,rim_color,rim_load_index,rim_speed_index
4968814958930,160002832,YOKOHAMA,Reifen,provider 16,215,60,R,17,,,BLUEARTH-4S AW21 XL M+S,,,,,,,
4968814984526,160003121,YOKOHAMA,Reifen,provider 16,235,55,R,18,,,BLUEARTH-4S AW21 3PMSF,,,,,,,
4968814984533,160003092,YOKOHAMA,Reifen,provider 16,205,50,R,17,,,BLUEARTH-4S AW21 XLRPB 3PMSF,,,,,,,
4968814995959,160003418,YOKOHAMA,Reifen,provider 16,235,55,R,18,,,GEOL. A/T (G015) XLRPB 3PMSF,,,,,,,
4981910563167,120004278,TOYO,Reifen,provider 16,205,55,R,16,,,CELSIUS AS2 3PMSF,,,,,,,
5452000360588,40001637,FULDA,Reifen,provider 16,185,60,R,14,,,ECOCONTROL,,,,,,,
5452000366382,40002073,FULDA,Reifen,provider 16,185,60,R,14,,,KRISTALL MONTERO 3,,,,,,,
5452000366467,40002074,FULDA,Reifen,provider 16,185,55,R,15,,,KRISTALL MONTERO 3,,,,,,,
5452000429773,20005003,DUNLOP,Reifen,provider 16,225,45,R,17,,,SPORT BLURESPONSE XL,,,,,,,
5452000448125,40002076,FULDA,Reifen,provider 16,195,65,R,15,,,KRISTALL MONTERO 3,,,,,,,
5452000448644,40001997,FULDA,Reifen,provider 16,185,65,R,14,,,KRISTALL MONTERO 3,,,,,,,
5452000470010,40002150,FULDA,Reifen,provider 16,215,55,R,16,,,KRIST.CONTR. HP 2 XL,,,,,,,
5452000470058,40002138,FULDA,Reifen,provider 16,205,55,R,16,,,KRIST.CONTR. HP 2,,,,,,,
5452000471093,21000505,DUNLOP,Reifen,provider 16,255,55,R,18,,,SP.MAXX RT2 SUV XLMFS,,,,,,,
5452000471635,21000475,DUNLOP,Reifen,provider 16,235,50,R,18,,,SP.MAXX RT2 SUV MFS,,,,,,,
5452000472229,20005245,DUNLOP,Reifen,provider 16,185,60,R,14,,,WINTER RESPONSE 2,,,,,,,
5452000485717,40002086,FULDA,Reifen,provider 16,155,70,R,13,,,ECOCONTROL,,,,,,,
5452000486448,21000347,DUNLOP,Reifen,provider 16,235,60,R,18,,,WIN.SPORT 5 SUV XL,,,,,,,
5452000486523,21000357,DUNLOP,Reifen,provider 16,225,65,R,17,,,WIN.SPORT 5 SUV,,,,,,,
5452000487841,40002162,FULDA,Reifen,provider 16,225,50,R,17,,,KRIST.CONTR. HP 2 XLFP,,,,,,,
5452000487858,40002161,FULDA,Reifen,provider 16,225,45,R,18,,,KRIST.CONTR. HP 2 XLFP,,,,,,,
5452000487872,40002155,FULDA,Reifen,provider 16,215,65,R,16,,,KRIST.CONTR. HP 2,,,,,,,
5452000487919,40002152,FULDA,Reifen,provider 16,215,55,R,17,,,KRIST.CONTR. HP 2 XLFP,,,,,,,
5452000488411,21000253,DUNLOP,Reifen,provider 16,225,55,R,17,,,WISPO 4D * MOE ROF,,,,,,,
5452000488671,40002129,FULDA,Reifen,provider 16,195,55,R,15,,,KRIST.CONTR. HP 2,,,,,,,
5452000496409,20005305,DUNLOP,Reifen,provider 16,215,55,R,17,,Z,SP.MAXX RT 2 MF,,,,,,,
5452000496966,20005326,DUNLOP,Reifen,provider 16,225,55,R,17,,Z,SP.MAXX RT 2 MF,,,,,,,
5452000533852,20005179,DUNLOP,Reifen,provider 16,185,60,R,15,,,SPORT BLURESPONSE,,,,,,,
5452000578457,50006352,GOODYEAR,Reifen,provider 16,215,55,R,17,,,VECTOR 4SEASONS G2 AO,,,,,,,
5452000582713,21000229,DUNLOP,Reifen,provider 16,185,65,R,15,,,WINTER RESPONSE 2 MS,,,,,,,
5452000583871,50006649,GOODYEAR,Reifen,provider 16,185,65,R,15,,,VECTOR 4S G2 3PMSF,,,,,,,
5452000586933,40002184,FULDA,Reifen,provider 16,185,65,R,15,,,MULTICONTROL,,,,,,,
5452000655561,50005515,GOODYEAR,Reifen,provider 16,185,60,R,15,,,EFFI.GRIP PERFORM.,,,,,,,
5452000681041,50007023,GOODYEAR,Reifen,provider 16,215,65,R,15C,102,,VECTOR 4S CARGO 3PMSF,,,,,,,
5452000681621,50007544,GOODYEAR,Reifen,provider 16,205,60,R,16,,,EFFI.GRIP PERF. 2,,,,,,,
5452000682208,50007532,GOODYEAR,Reifen,provider 16,205,50,R,17,,,EFFI.GRIP PERF. 2 XL,,,,,,,
5452000682284,40002371,FULDA,Reifen,provider 16,195,55,R,16,,,ECOCONTROL HP 2,,,,,,,
5452000682338,50007540,GOODYEAR,Reifen,provider 16,205,55,R,17,,,EFFI.GRIP PERF. 2 XL,,,,,,,
5452000682642,50007565,GOODYEAR,Reifen,provider 16,225,50,R,17,,,EFFI.GRIP PERF. 2 FP,,,,,,,
5452000710970,50006912,GOODYEAR,Reifen,provider 16,295,40,R,20,,,EAG.F1 ASY. 3 SUV N0FP,,,,,,,
5452000718563,50006960,GOODYEAR,Reifen,provider 16,245,35,R,20,,Z,EAG.F1 ASY. 3 XLNA0FP,,,,,,,
5452000724045,50006951,GOODYEAR,Reifen,provider 16,225,50,R,17,,,UG PERF. G1 ROFXL*RSC 3PMSF,,,,,,,
5452000724700,50006765,GOODYEAR,Reifen,provider 16,245,45,R,18,,,EFFI.GRIP XLAOY,,,,,,,
5452000725318,50006962,GOODYEAR,Reifen,provider 16,245,45,R,20,,,EAG.F1 ASY. 3 SUV XLFP,,,,,,,
5452000725752,21000463,DUNLOP,Reifen,provider 16,215,55,R,18,,,SP.MAXX RT2 SUV XLFP,,,,,,,
5452000726513,50007701,GOODYEAR,Reifen,provider 16,215,60,R,16,,,VECTOR 4S G3 XL 3PMSF,,,,,,,
5452000726940,50007708,GOODYEAR,Reifen,provider 16,215,65,R,16,,,VECTOR 4S G3 SUV XL 3PMSF,,,,,,,
5452000730930,40002289,FULDA,Reifen,provider 16,225,50,R,17,,,MULTICONTROL 3PMSF XLFP M+S,,,,,,,
5452000738226,21000452,DUNLOP,Reifen,provider 16,195,55,R,16,,,SPORT BLU RESPONSE XL,,,,,,,
5452000738356,50006666,GOODYEAR,Reifen,provider 16,195,50,R,15,,,EFFI.GRIP PERF. FP,,,,,,,
5452000744333,21000561,DUNLOP,Reifen,provider 16,245,45,R,18,,,SP.MAXX RT 2 XL* MOMFS,,,,,,,
5452000747655,40002393,FULDA,Reifen,provider 16,215,60,R,16,,,ECOCONTROL HP 2 XL,,,,,,,
5452000802354,50006987,GOODYEAR,Reifen,provider 16,165,65,R,15,,,VECTOR 4S G2 3PMSF,,,,,,,
5452000803788,50006842,GOODYEAR,Reifen,provider 16,215,70,R,16,,,VECTOR 4S SUV 3PMSF FP M+S,,,,,,,
5452000804273,50007385,GOODYEAR,Reifen,provider 16,215,45,R,18,,,EAG.F1 ASY. 3 FP,,,,,,,
5452000813992,50006953,GOODYEAR,Reifen,provider 16,225,50,R,18,,,EAG.F1 ASY. 3 ROF*RSCFP,,,,,,,
5452000815194,50007256,GOODYEAR,Reifen,provider 16,165,70,R,14,,,UG 9+ MS 3PMSF,,,,,,,
5452000818515,21000601,DUNLOP,Reifen,provider 16,265,35,R,20,,,SP SP.MAXX GT XLAOMFS,,,,,,,
5452000829726,50007281,GOODYEAR,Reifen,provider 16,195,55,R,20,,,UG PERF. + XL 3PMSF,,,,,,,
5452000830319,50007483,GOODYEAR,Reifen,provider 16,225,45,R,18,,,UG PERF. + ROFXLFP 3PMSF,,,,,,,
5452000832290,21000701,DUNLOP,Reifen,provider 16,205,55,R,16,,,WIN.SPORT 5 3PMSF,,,,,,,
5452000832726,21000745,DUNLOP,Reifen,provider 16,195,55,R,16,,,WIN.SPORT 5 XL 3PMSF,,,,,,,
5452000832894,21000776,DUNLOP,Reifen,provider 16,215,50,R,17,,,WIN.SPORT 5 MFS 3PMSF,,,,,,,
5452000832900,21000727,DUNLOP,Reifen,provider 16,215,50,R,17,,,WIN.SPORT 5 XLMFS 3PMSF,,,,,,,
5452000832931,21000654,DUNLOP,Reifen,provider 16,215,55,R,17,,,WIN.SPORT 5 XLMFS 3PMSF,,,,,,,
5452000832955,21000655,DUNLOP,Reifen,provider 16,215,60,R,16,,,WIN.SPORT 5 XL 3PMSF,,,,,,,
5452000833020,21000657,DUNLOP,Reifen,provider 16,225,45,R,17,,,WIN.SPORT 5 XLMFS 3PMSF,,,,,,,
5452000833099,21000683,DUNLOP,Reifen,provider 16,225,55,R,16,,,WIN.SPORT 5 MFS 3PMSF,,,,,,,
5452000833174,21000687,DUNLOP,Reifen,provider 16,235,55,R,17,,,WIN.SPORT 5 3PMSF,,,,,,,
5452000833235,21000737,DUNLOP,Reifen,provider 16,255,40,R,19,,,WIN.SPORT 5 XLMFS 3PMSF,,,,,,,
5452000836113,50007217,GOODYEAR,Reifen,provider 16,255,50,R,20,,,EAG.F1 ASY. SUV AT J LRFP M+,,,,,,,
6419440165455,170001457,NOKIAN,Reifen,provider 16,155,65,R,14,,,ILINE,,,,,,,
6419440409023,170001997,NOKIAN,Reifen,provider 16,245,45,R,18,,,WR SNOWPROOF P XL 3PMSF,,,,,,,
6419440576985,170002997,NOKIAN,Reifen,provider 16,205,55,R,16,,,SEASONPROOF 1 BSW 3PMSF,,,,,,,
6419440594309,170002986,NOKIAN,Reifen,provider 16,185,65,R,15,,,SEASONPROOF 1 XLBSW 3PMSF,,,,,,,
6419440594378,170002987,NOKIAN,Reifen,provider 16,195,50,R,15,,,SEASONPROOF 1 BSW 3PMSF,,,,,,,
6419440594446,170002998,NOKIAN,Reifen,provider 16,205,55,R,16,,,SEASONPROOF 1 BSW 3PMSF,,,,,,,
6419440594620,170003011,NOKIAN,Reifen,provider 16,215,65,R,16,,,SEASONPROOF 1 XLBSW 3PMSF,,,,,,,
6419440594699,170003016,NOKIAN,Reifen,provider 16,225,45,R,17,,,SEASONPROOF 1 XLBSWMFS 3PMSF,,,,,,,
6419440594804,170003035,NOKIAN,Reifen,provider 16,235,65,R,17,,,SEASONPROOF 1 XLBSW 3PMSF,,,,,,,
6419440636665,170003149,NOKIAN,Reifen,provider 16,175,65,R,14,,,SEASONPROOF 1 XLBSW 3PMSF,,,,,,,
6933882542082,190001227,MAXXIS,Reifen,provider 16,185,65,R,14C,91,,CST CL31N TRAILERMAXX ECO,,,,,,,
6933882554313,190001577,MAXXIS,Reifen,provider 16,195,70,R,14C,,,CST CL31N TRAILERMAXX ECO,,,,,,,
8019227224603,90007196,PIRELLI,Reifen,provider 16,195,55,R,16,,,CINTURATO P1 R/F*,,,,,,,
8019227263176,90008644,PIRELLI,Reifen,provider 16,235,65,R,17,,,SCORP.WI MO,,,,,,,
8019227289633,90009307,PIRELLI,Reifen,provider 16,275,35,R,19,,,SOTTOZ. 3 R-FXL* MOE,,,,,,,
8019227356007,90010056,PIRELLI,Reifen,provider 16,225,45,R,18,,,CINTURATO P7 (P7C2) R-FXLMOE,,,,,,,
8019227399202,90010711,PIRELLI,Reifen,provider 16,245,45,R,19,,,SCORPION ALL TERRAIN PLUS XL,,,,,,,
8019227401141,90010565,PIRELLI,Reifen,provider 16,235,50,R,20,,,SCORPION AS SF2 S-I ELT XLFS,,,,,,,
8714692277788,100003020,VREDESTEIN,Reifen,provider 16,155,65,R,14,,,T-TRAC 2,,,,,,,
8714692277818,100003021,VREDESTEIN,Reifen,provider 16,175,65,R,14,,,T-TRAC 2,,,,,,,
8714692290640,100003078,VREDESTEIN,Reifen,provider 16,175,70,R,14,,,T-TRAC 2,,,,,,,
8714692315664,100003349,VREDESTEIN,Reifen,provider 16,155,80,R,13,,,QUATRAC 5,,,,,,,
8714692315671,100003350,VREDESTEIN,Reifen,provider 16,155,65,R,14,,,QUATRAC 5,,,,,,,
8714692315688,100003351,VREDESTEIN,Reifen,provider 16,155,70,R,13,,,QUATRAC 5,,,,,,,
8714692315985,100003356,VREDESTEIN,Reifen,provider 16,175,70,R,14,,,QUATRAC 5,,,,,,,
8714692316548,100003384,VREDESTEIN,Reifen,provider 16,185,70,R,14,,,QUATRAC 5,,,,,,,
8714692328206,100003499,VREDESTEIN,Reifen,provider 16,225,45,R,18,,Z,ULTRAC SATIN XL,,,,,,,
8714692338359,100003705,VREDESTEIN,Reifen,provider 16,185,65,R,15,,,QUATRAC 5 3PMSF,,,,,,,
8714692345463,100003817,VREDESTEIN,Reifen,provider 16,195,55,R,16,,,QUATRAC 5 XLAO 3PMSF,,,,,,,
8714692358142,100004017,VREDESTEIN,Reifen,provider 16,185,65,R,15,,,QUATRAC 3PMSF,,,,,,,
8714692358159,100004015,VREDESTEIN,Reifen,provider 16,185,65,R,15,,,QUATRAC 3PMSF,,,,,,,
8714692358241,100004012,VREDESTEIN,Reifen,provider 16,185,55,R,15,,,QUATRAC 3PMSF,,,,,,,
8714692358289,100004018,VREDESTEIN,Reifen,provider 16,195,45,R,16,,,QUATRAC XLFSL 3PMSF,,,,,,,
8714692358302,100004042,VREDESTEIN,Reifen,provider 16,215,65,R,16,,,QUATRAC XL 3PMSF,,,,,,,
8714692358364,100004040,VREDESTEIN,Reifen,provider 16,215,60,R,16,,,QUATRAC XL 3PMSF,,,,,,,
8714692361388,100003914,VREDESTEIN,Reifen,provider 16,195,65,R,15,,,WINTRAC XL 3PMSF,,,,,,,
8714692361562,100003980,VREDESTEIN,Reifen,provider 16,235,65,R,16C,113,,COMTRAC 2 ALL SEASON 3PMSF,,,,,,,
8714692361630,100003919,VREDESTEIN,Reifen,provider 16,195,75,R,16C,105,,COMTRAC 2 ALL SEASON 3PMSF,,,,,,,
8714692361678,100003934,VREDESTEIN,Reifen,provider 16,205,70,R,15C,104,,COMTRAC 2 ALL SEASON 3PMSF,,,,,,,
8714692504099,100004021,VREDESTEIN,Reifen,provider 16,195,55,R,15,,,QUATRAC XL 3PMSF,,,,,,,
8714692506901,100004244,VREDESTEIN,Reifen,provider 16,225,50,R,18,,,ULTRAC XL*,,,,,,,
8714692800771,100004230,VREDESTEIN,Reifen,provider 16,165,70,R,14,,,SNOWTRAC 5 3PMSF,,,,,,,
8714692800801,100004232,VREDESTEIN,Reifen,provider 16,175,65,R,14,,,SNOWTRAC 5 3PMSF,,,,,,,
8714692802591,100004542,VREDESTEIN,Reifen,provider 16,215,50,R,18,,,WINTRAC PRO+ FSL 3PMSF,,,,,,,
8714692802638,100004545,VREDESTEIN,Reifen,provider 16,215,55,R,18,,,WINTRAC PRO+ XLFSL 3PMSF,,,,,,,
8714692802744,100004550,VREDESTEIN,Reifen,provider 16,225,45,R,17,,,WINTRAC PRO+ FSL 3PMSF,,,,,,,
8714692802928,100004561,VREDESTEIN,Reifen,provider 16,225,65,R,17,,,WINTRAC PRO+ XLFSL 3PMSF,,,,,,,
8714692804366,100004470,VREDESTEIN,Reifen,provider 16,235,40,R,18,,Z,ULTRAC PRO XLFSL,,,,,,,
8714692804373,100004734,VREDESTEIN,Reifen,provider 16,235,45,R,18,,Z,ULTRAC PRO XLFSL,,,,,,,
8714692804427,100004471,VREDESTEIN,Reifen,provider 16,235,40,R,19,,Z,ULTRAC PRO XLFSL,,,,,,,
8714692804458,100004509,VREDESTEIN,Reifen,provider 16,225,45,R,19,,Z,ULTRAC PRO XLFSL,,,,,,,
8714692807961,100004292,VREDESTEIN,Reifen,provider 16,235,55,R,19,,,QUATRAC PRO EV XLFSL 3PMSF,,,,,,,
8714692808074,100004297,VREDESTEIN,Reifen,provider 16,225,50,R,17,,,QUATRAC XL FSL 3PMSF,,,,,,,
8714692810220,100004415,VREDESTEIN,Reifen,provider 16,255,40,R,20,,,QUATRAC PRO+ XLFSL 3PMSF,,,,,,,
8714692810374,100004418,VREDESTEIN,Reifen,provider 16,255,35,R,19,,,QUATRAC PRO+ XLFSL 3PMSF,,,,,,,
8714692810459,100004375,VREDESTEIN,Reifen,provider 16,255,45,R,19,,,QUATRAC PRO+ XLFSL 3PMSF,,,,,,,
8714692810473,100004355,VREDESTEIN,Reifen,provider 16,235,45,R,19,,,QUATRAC PRO+ XLFSL 3PMSF,,,,,,,
8714692810497,100004522,VREDESTEIN,Reifen,provider 16,265,50,R,19,,,QUATRAC PRO+ XLFSL 3PMSF,,,,,,,
8714692810565,100004423,VREDESTEIN,Reifen,provider 16,225,55,R,19,,,QUATRAC PRO+ XLFSL 3PMSF,,,,,,,
8714692810602,100004424,VREDESTEIN,Reifen,provider 16,245,40,R,18,,,QUATRAC PRO+ XLFSL 3PMSF,,,,,,,
8714692810626,100004426,VREDESTEIN,Reifen,provider 16,225,40,R,18,,,QUATRAC PRO+ XLFSL 3PMSF,,,,,,,
8714692810671,100004395,VREDESTEIN,Reifen,provider 16,235,45,R,18,,,QUATRAC PRO+ XLFSL 3PMSF,,,,,,,
8714692810695,100004339,VREDESTEIN,Reifen,provider 16,215,45,R,18,,,QUATRAC PRO+ XLFSL 3PMSF,,,,,,,
8714692810701,100004428,VREDESTEIN,Reifen,provider 16,235,50,R,18,,,QUATRAC PRO+ XLFSL 3PMSF,,,,,,,
8714692810732,100004397,VREDESTEIN,Reifen,provider 16,255,55,R,18,,,QUATRAC PRO+ XLFSL 3PMSF,,,,,,,
8714692810763,100004399,VREDESTEIN,Reifen,provider 16,215,55,R,18,,,QUATRAC PRO+ XLFSL 3PMSF,,,,,,,
8714692810824,100004432,VREDESTEIN,Reifen,provider 16,215,40,R,17,,,QUATRAC PRO+ XLFSL 3PMSF,,,,,,,
8714692810855,100004353,VREDESTEIN,Reifen,provider 16,235,45,R,17,,,QUATRAC PRO+ XLFSL 3PMSF,,,,,,,
8714692810893,100004329,VREDESTEIN,Reifen,provider 16,205,45,R,17,,,QUATRAC PRO+ XLFSL 3PMSF,,,,,,,
8714692811173,100004364,VREDESTEIN,Reifen,provider 16,235,65,R,16C,119,,COMTRAC 2 ALL SEASON + 3PMSF,,,,,,,
8714692992315,100004693,VREDESTEIN,Reifen,provider 16,225,40,R,18,,Z,ULTRAC PRO FSL,,,,,,,
8714692995309,100004687,VREDESTEIN,Reifen,provider 16,215,60,R,16,,,ULTRAC+ XL,,,,,,,
8714692995415,100004699,VREDESTEIN,Reifen,provider 16,225,55,R,18,,,ULTRAC+ FSL,,,,,,,
8807622081668,240001232,NEXEN,Reifen,provider 16,215,60,R,16,,,N BLUE HD PLUS,,,,,,,
8807622100420,240000988,NEXEN,Reifen,provider 16,195,55,R,16,,,N BLUE 4SEASON XL 3PMSF,,,,,,,
8807622100468,240001105,NEXEN,Reifen,provider 16,205,55,R,16,,,N BLUE 4SEASON XL 3PMSF,,,,,,,
8807622100475,240001095,NEXEN,Reifen,provider 16,205,55,R,16,,,N BLUE 4SEASON 3PMSF,,,,,,,
8807622102141,240001203,NEXEN,Reifen,provider 16,215,55,R,17,,,N BLUE 4SEASON XL 3PMSF,,,,,,,
8807622102158,240001340,NEXEN,Reifen,provider 16,225,55,R,17,,,N BLUE 4SEASON XL 3PMSF,,,,,,,
8807622102998,240001407,NEXEN,Reifen,provider 16,235,45,R,17,,Z,N FERA PRIMUS XL,,,,,,,
8807622103056,240001080,NEXEN,Reifen,provider 16,205,50,R,16,,Z,N FERA PRIMUS,,,,,,,
8807622103346,240001173,NEXEN,Reifen,provider 16,215,45,R,16,,,N FERA PRIMUS XL,,,,,,,
8807622148590,240000979,NEXEN,Reifen,provider 16,195,55,R,15,,,N BLUE 4SEASON 3PMSF,,,,,,,
8807622185939,240001093,NEXEN,Reifen,provider 16,205,55,R,16,,,N BLUE 4SEASON 3PMSF,,,,,,,
8807622185946,240001104,NEXEN,Reifen,provider 16,205,55,R,16,,,N BLUE 4SEASON XL 3PMSF,,,,,,,
8807622186127,240000987,NEXEN,Reifen,provider 16,195,55,R,16,,,N BLUE 4SEASON XL 3PMSF,,,,,,,
8807622186165,240000914,NEXEN,Reifen,provider 16,185,60,R,14,,,N BLUE 4SEASON 3PMSF,,,,,,,
8807622186318,240000948,NEXEN,Reifen,provider 16,185,65,R,15,,,N BLUE 4SEASON 3PMSF,,,,,,,
8807622186363,240000884,NEXEN,Reifen,provider 16,175,70,R,14,,,N BLUE 4SEASON 3PMSF,,,,,,,
8807622188664,240001190,NEXEN,Reifen,provider 16,215,50,R,17,,,WINGUARD SPORT 2 WU7 XL 3PMS,,,,,,,
8807622199875,240001974,NEXEN,Reifen,provider 16,235,50,R,18,,,WINGUARD SPORT 2 XL 3PMSF,,,,,,,
8807622199912,240001985,NEXEN,Reifen,provider 16,235,55,R,19,,,WINGUARD SPORT 2 XL 3PMSF,,,,,,,
8807622200076,240002082,NEXEN,Reifen,provider 16,255,55,R,18,,,WINGUARD SPORT 2 SUV XL 3PMS,,,,,,,
8807622200878,240001906,NEXEN,Reifen,provider 16,205,65,R,16C,105,,N BLUE 4SEASON VAN BSW 3PMSF,,,,,,,
8807622200908,240001889,NEXEN,Reifen,provider 16,195,75,R,16C,105,,N BLUE 4SEASON VAN BSW 3PMSF,,,,,,,
8807622200946,240001890,NEXEN,Reifen,provider 16,195,80,R,15C,105,,N BLUE 4SEASON VAN BSW 3PMSF,,,,,,,
8807622203060,240001939,NEXEN,Reifen,provider 16,225,40,R,19,,Z,N FERA SPORT BSW,,,,,,,
8807622203091,240001918,NEXEN,Reifen,provider 16,215,40,R,18,,Z,N FERA SPORT BSW,,,,,,,
8807622203497,240001997,NEXEN,Reifen,provider 16,235,65,R,17,,,N FERA SPORT SUV BSW,,,,,,,
8807622211409,240002122,NEXEN,Reifen,provider 16,225,55,R,18,,,N BLUE 4SEASON 3PMSF,,,,,,,
8807622215933,240002221,NEXEN,Reifen,provider 16,245,45,R,18,,Z,N BLUE 4SEASON 2 XLBS,,,,,,,
8807622215940,240002173,NEXEN,Reifen,provider 16,215,45,R,17,,Z,N BLUE 4SEASON 2 XLBS,,,,,,,
8807622215971,240002188,NEXEN,Reifen,provider 16,225,45,R,17,,Z,N BLUE 4SEASON 2 XLBS,,,,,,,
8807622216046,240002201,NEXEN,Reifen,provider 16,235,35,R,19,,Z,N BLUE 4SEASON 2 XLBS,,,,,,,
8807622216176,240002190,NEXEN,Reifen,provider 16,225,45,R,18,,Z,N BLUE 4SEASON 2 XLBS,,,,,,,
8807622216299,240002183,NEXEN,Reifen,provider 16,215,70,R,15C,107,,N BLUE 4SEASON VAN BS 3PMSF,,,,,,,
8807622220784,240002318,NEXEN,Reifen,provider 16,195,45,R,16,,,N BLUE 4SEASON 2 XL 3PMSF,,,,,,,
8807622220883,240002321,NEXEN,Reifen,provider 16,195,55,R,16,,,N BLUE 4SEASON 2 XL 3PMSF,,,,,,,
8807622220937,240002316,NEXEN,Reifen,provider 16,185,65,R,15,,,N BLUE 4SEASON 2 XL 3PMSF,,,,,,,
8807622220968,240002353,NEXEN,Reifen,provider 16,225,40,R,19,,Z,N BLUE 4SEASON 2 XL 3P,,,,,,,
8807622220982,240002317,NEXEN,Reifen,provider 16,185,65,R,15,,,N BLUE 4SEASON 2 XL 3PMSF,,,,,,,
8807622221552,240002314,NEXEN,Reifen,provider 16,175,65,R,15,,,N BLUE 4SEASON 2 3PMSF,,,,,,,
8807622221576,240002371,NEXEN,Reifen,provider 16,235,50,R,19,,Z,N BLUE 4SEASON 2 XL 3,,,,,,,
8807622221583,240002391,NEXEN,Reifen,provider 16,255,40,R,20,,Z,N BLUE 4SEASON 2 XL 3,,,,,,,
8807622221637,240002417,NEXEN,Reifen,provider 16,225,45,R,19,,Z,N BLUE 4SEASON 2 XLBS,,,,,,,
8807622230202,240000595,NEXEN,Reifen,provider 16,235,40,R,18,,Z,N'FERA SU1 XLRPB,,,,,,,
8807622231209,240000657,NEXEN,Reifen,provider 16,245,40,R,18,,Z,N'FERA SU1 XLRPB,,,,,,,
8807622232800,240000625,NEXEN,Reifen,provider 16,235,60,R,18,,,N'FERA RU1,,,,,,,
8807622234903,240000485,NEXEN,Reifen,provider 16,215,40,R,17,,,N'FERA SU1 XLRPB,,,,,,,
8807622271908,240000605,NEXEN,Reifen,provider 16,235,50,R,18,,,N'FERA SU1 XLRPB,,,,,,,
8807622331602,240000946,NEXEN,Reifen,provider 16,185,65,R,15,,,WINGUARD SNOW G WH2 3PMSF,,,,,,,
8807622351303,240000752,NEXEN,Reifen,provider 16,285,30,R,20,,,N'FERA SU1 XLRPB,,,,,,,
8807622362507,240000490,NEXEN,Reifen,provider 16,215,45,R,18,,,N'FERA RU1 XLRPB,,,,,,,
8807622409301,240001027,NEXEN,Reifen,provider 16,195,65,R,15,,,WINGUARD SNOW G WH2 3PMSF,,,,,,,
8807622409608,240000491,NEXEN,Reifen,provider 16,215,45,R,18,,,N'FERA SU1 XLRPB,,,,,,,
8807622411304,240000739,NEXEN,Reifen,provider 16,275,35,R,20,,,N'FERA SU1 XLRPB,,,,,,,
8807622457500,240000907,NEXEN,Reifen,provider 16,185,55,R,15,,,WINGUARD SNOW G WH2 XL 3PMSF,,,,,,,
8807622457708,240000983,NEXEN,Reifen,provider 16,195,55,R,15,,,WINGUARD SNOW G WH2 3PMSF,,,,,,,
8807622457807,240000993,NEXEN,Reifen,provider 16,195,55,R,16,,,WINGUARD SNOW G WH2 3PMSF,,,,,,,
8807622458101,240000919,NEXEN,Reifen,provider 16,185,60,R,14,,,WINGUARD SNOW G WH2 3PMSF,,,,,,,
8807622458200,240000924,NEXEN,Reifen,provider 16,185,60,R,15,,,WINGUARD SNOW G WH2 3PMSF,,,,,,,
8807622459108,240001003,NEXEN,Reifen,provider 16,195,60,R,15,,,WINGUARD SNOW G WH2 3PMSF,,,,,,,
8807622459405,240000845,NEXEN,Reifen,provider 16,165,70,R,14,,,WINGUARD SNOW G WH2 3PMSF,,,,,,,
8807622488900,240000555,NEXEN,Reifen,provider 16,225,50,R,17,,,N'FERA SU1 XLRPB,,,,,,,
8807622502101,240000767,NEXEN,Reifen,provider 16,155,65,R,14,,,SNOW-G,,,,,,,
8807622502309,240000973,NEXEN,Reifen,provider 16,195,50,R,15,,,WINGUARD SNOW G WH2 3PMSF,,,,,,,
8807622503009,240000827,NEXEN,Reifen,provider 16,165,65,R,14,,,WINGUARD SNOW G WH2 3PMSF,,,,,,,
8807622503405,240000810,NEXEN,Reifen,provider 16,155,80,R,13,,,WINGUARD SNOW G WH2 3PMSF,,,,,,,
8807622509704,240000835,NEXEN,Reifen,provider 16,165,70,R,13,,,N BLUE HD PLUS,,,,,,,
8807622542404,240001240,NEXEN,Reifen,provider 16,215,60,R,17,,,N FERA RU1,,,,,,,
8808563283104,250000232,HANKOOK,Reifen,provider 16,145,80,R,13,,,K715,,,,,,,
8808563301983,220001132,HANKOOK,Reifen,provider 16,195,70,R,14,,,W442,,,,,,,
8808563326139,220001118,HANKOOK,Reifen,provider 16,165,80,R,13,,,W442,,,,,,,
8808563335803,220002081,HANKOOK,Reifen,provider 16,225,50,R,17,,,K117 S1 EVO2 MO,,,,,,,
8808563340388,220001659,HANKOOK,Reifen,provider 16,245,40,R,18,,,K117 S1 EVO2 AO,,,,,,,
8808563340401,220002213,HANKOOK,Reifen,provider 16,205,60,R,16,,,W310 AO,,,,,,,
8808563353579,250001551,HANKOOK,Reifen,provider 16,215,45,R,17,,,K120 V12 EVO2  XL,,,,,,,
8808563382999,220002682,HANKOOK,Reifen,provider 16,215,75,R,16C,114,,RA18 SBL M+S,,,,,,,
8808563393599,220002799,HANKOOK,Reifen,provider 16,225,45,R,17,,,V.S1 EVO3 K127B HRSXL*,,,,,,,
8808563393674,220002435,HANKOOK,Reifen,provider 16,225,50,R,17,,,V.S1 EVO3 K127 XL*,,,,,,,
8808563399706,220001660,HANKOOK,Reifen,provider 16,245,40,R,18,,,K117 S1 EVO2 XL AO,,,,,,,
