ean,product_id,manufacturer,article_type,source_file,tyre_width,tyre_aspect_ratio,tyre_construction,tyre_diameter,tyre_load_index,tyre_speed_index,tyre_tread,tyre_tt_tl,provider,rim_width,rim_diameter,rim_offset,rim_color,rim_load_index,rim_speed_index
3286341401219,140007663,BRIDGESTONE,Reifen,09.csv,225,45,R,19,,,TURANZA T 005,,09,,,,,,
3286341403916,140007720,BRIDGESTONE,Reifen,09.csv,205,55,R,17,,,TURANZA T 005 XL*,,09,,,,,,
3286341406412,140008281,BRIDGESTONE,Reifen,09.csv,235,50,R,18,,,TURANZA T 005 XL,,09,,,,,,
3286341406511,140008709,BRIDGESTONE,Reifen,09.csv,235,50,R,18,,,A005 WEATHER CONTROL XL 3PMS,,09,,,,,,
3286341406719,140008675,BRIDGESTONE,Reifen,09.csv,215,55,R,17,,,TURANZA T 005 XL,,09,,,,,,
3286341406917,140008204,BRIDGESTONE,Reifen,09.csv,235,60,R,18,,,TURANZA ECO (+),,09,,,,,,
3286341409017,140007710,BRIDGESTONE,Reifen,09.csv,205,45,R,17,,,POTENZA RE050 A XL*,,09,,,,,,
3286341411218,140008288,BRIDGESTONE,Reifen,09.csv,235,55,R,19,,,TURANZA ECO SLT C+,,09,,,,,,
3286341411317,140008203,BRIDGESTONE,Reifen,09.csv,235,55,R,19,,,TURANZA ECO (+),,09,,,,,,
3286341411416,140008282,BRIDGESTONE,Reifen,09.csv,235,50,R,19,,,TURANZA T 005 XLMO,,09,,,,,,
3286341412116,140007783,BRIDGESTONE,Reifen,09.csv,235,50,R,19,,,TURANZA T 005 MO,,09,,,,,,
3286341412215,140008287,BRIDGESTONE,Reifen,09.csv,235,55,R,19,,,A005 WEATHER CONTROL SLT C+,,09,,,,,,
3286341414615,140007716,BRIDGESTONE,Reifen,09.csv,205,55,R,16,,,TURANZA ER300-1 RFT*FSL,,09,,,,,,
3286341414813,140008130,BRIDGESTONE,Reifen,09.csv,245,40,R,18,,,TURANZA ECO,,09,,,,,,
3286341415810,140008058,BRIDGESTONE,Reifen,09.csv,225,50,R,18,,,TURANZA T 005 RFTXL*,,09,,,,,,
3286341500615,140007950,BRIDGESTONE,Reifen,09.csv,205,70,R,15,,,BLIZZAK LM-005 3PMSF,,09,,,,,,
3286341501018,140007970,BRIDGESTONE,Reifen,09.csv,215,65,R,16,,,BLIZZAK LM-005 XL 3PMSF,,09,,,,,,
3286341502916,140007998,BRIDGESTONE,Reifen,09.csv,225,60,R,17,,,BLIZZAK LM-005 3PMSF,,09,,,,,,
3286341503210,140007974,BRIDGESTONE,Reifen,09.csv,215,65,R,17,,,BLIZZAK LM-005 XL 3PMSF,,09,,,,,,
3286341503517,140008002,BRIDGESTONE,Reifen,09.csv,225,65,R,17,,,BLIZZAK LM-005 3PMSF,,09,,,,,,
3286341504217,140008041,BRIDGESTONE,Reifen,09.csv,265,65,R,17,,,BLIZZAK LM-005 XL 3PMSF,,09,,,,,,
3286341504316,140008007,BRIDGESTONE,Reifen,09.csv,235,50,R,18,,,BLIZZAK LM-005 XLFSL 3PMSF,,09,,,,,,
3286341506914,140008035,BRIDGESTONE,Reifen,09.csv,255,60,R,18,,,BLIZZAK LM-005 XL 3PMSF,,09,,,,,,
3286341507515,140008045,BRIDGESTONE,Reifen,09.csv,275,45,R,19,,,BLIZZAK LM-005 XLFSL 3PMSF,,09,,,,,,
3286341510515,140008037,BRIDGESTONE,Reifen,09.csv,265,45,R,20,,,BLIZZAK LM-005 XLFSL 3PMSF,,09,,,,,,
3286341511215,140008474,BRIDGESTONE,Reifen,09.csv,265,50,R,20,,,BLIZZAK LM-005 XLFSL 3PMSF,,09,,,,,,
3286341512915,140008468,BRIDGESTONE,Reifen,09.csv,265,40,R,21,,,BLIZZAK LM-005 XLFSL 3PMSF,,09,,,,,,
3286341513110,140008487,BRIDGESTONE,Reifen,09.csv,275,40,R,21,,,BLIZZAK LM-005 XLFSL 3PMSF,,09,,,,,,
3286341513417,140008471,BRIDGESTONE,Reifen,09.csv,265,45,R,21,,,BLIZZAK LM-005 XLFSL 3PMSF,,09,,,,,,
3286341516715,140007910,BRIDGESTONE,Reifen,09.csv,185,55,R,15,,,BLIZZAK LM-005 3PMSF,,09,,,,,,
3286341516913,140007912,BRIDGESTONE,Reifen,09.csv,185,60,R,15,,,BLIZZAK LM-005 XL 3PMSF,,09,,,,,,
3286341517316,140007915,BRIDGESTONE,Reifen,09.csv,185,65,R,15,,,BLIZZAK LM-005 3PMSF,,09,,,,,,
3286341517415,140007916,BRIDGESTONE,Reifen,09.csv,185,65,R,15,,,BLIZZAK LM-005 XL 3PMSF,,09,,,,,,
3286341529012,140007929,BRIDGESTONE,Reifen,09.csv,195,65,R,15,,,BLIZZAK LM-005 XL 3PMSF,,09,,,,,,
3286341529517,140007919,BRIDGESTONE,Reifen,09.csv,195,55,R,15,,,BLIZZAK LM-005 3PMSF,,09,,,,,,
3286341529616,140007927,BRIDGESTONE,Reifen,09.csv,195,65,R,15,,,BLIZZAK LM-005 3PMSF,,09,,,,,,
3286341529715,140007948,BRIDGESTONE,Reifen,09.csv,205,65,R,15,,,BLIZZAK LM-005 3PMSF,,09,,,,,,
3286341529814,140007917,BRIDGESTONE,Reifen,09.csv,195,45,R,16,,,BLIZZAK LM-005 XLFSL 3PMSF,,09,,,,,,
3286341530810,140007926,BRIDGESTONE,Reifen,09.csv,195,60,R,16,,,BLIZZAK LM-005 3PMSF,,09,,,,,,
3286341531213,140007951,BRIDGESTONE,Reifen,09.csv,215,40,R,17,,,BLIZZAK LM-005 XLFSL 3PMSF,,09,,,,,,
3286341531411,140007931,BRIDGESTONE,Reifen,09.csv,205,45,R,17,,,BLIZZAK LM-005 XLFSL 3PMSF,,09,,,,,,
3286341531817,140008023,BRIDGESTONE,Reifen,09.csv,245,45,R,17,,,BLIZZAK LM-005 XLFSL 3PMSF,,09,,,,,,
3286341532814,140008010,BRIDGESTONE,Reifen,09.csv,235,55,R,17,,,BLIZZAK LM-005 3PMSF,,09,,,,,,
3286341534412,140007963,BRIDGESTONE,Reifen,09.csv,215,55,R,18,,,BLIZZAK LM-005 XL 3PMSF,,09,,,,,,
3286341534719,140008449,BRIDGESTONE,Reifen,09.csv,255,35,R,19,,,BLIZZAK LM-005 XLFSL 3PMSF,,09,,,,,,
3286341535013,140008436,BRIDGESTONE,Reifen,09.csv,245,40,R,19,,,BLIZZAK LM-005 XLFSL 3PMSF,,09,,,,,,
3286341535211,140008042,BRIDGESTONE,Reifen,09.csv,275,40,R,19,,,BLIZZAK LM-005 XLFSL 3PMSF,,09,,,,,,
3286341535815,140008028,BRIDGESTONE,Reifen,09.csv,255,35,R,20,,,BLIZZAK LM-005 XLFSL 3PMSF,,09,,,,,,
3286341593815,140008258,BRIDGESTONE,Reifen,09.csv,225,45,R,17,,,TURANZA T 005 XLAO,,09,,,,,,
3286341594218,140008237,BRIDGESTONE,Reifen,09.csv,215,55,R,17,,,A005 WEATHER CONTROL XL 3PMS,,09,,,,,,
3286341660814,140008098,BRIDGESTONE,Reifen,09.csv,215,65,R,16,,,TURANZA T 005,,09,,,,,,
3286341670011,140007922,BRIDGESTONE,Reifen,09.csv,195,55,R,16,,,BLIZZAK LM-005 DRIVEGUARD RF,,09,,,,,,
3286341671018,140007965,BRIDGESTONE,Reifen,09.csv,215,60,R,16,,,BLIZZAK LM-005 DRIVEGUARD RF,,09,,,,,,
3286341671216,140007940,BRIDGESTONE,Reifen,09.csv,205,55,R,16,,,BLIZZAK LM-005 DRIVEGUARD RF,,09,,,,,,
3286341671513,140008435,BRIDGESTONE,Reifen,09.csv,245,40,R,18,,,BLIZZAK LM-005 DRIVEGUARD RF,,09,,,,,,
3286341671810,140008417,BRIDGESTONE,Reifen,09.csv,235,45,R,18,,,BLIZZAK LM-005 DRIVEGUARD RF,,09,,,,,,
3286341672114,140008401,BRIDGESTONE,Reifen,09.csv,225,55,R,16,,,BLIZZAK LM-005 DRIVEGUARD RF,,09,,,,,,
3286341672411,150002080,FIRESTONE,Reifen,09.csv,205,50,R,17,,,MULTISEASON 2 XL 3PMSF,,09,,,,,,
3286341672619,150002052,FIRESTONE,Reifen,09.csv,165,60,R,15,,,MULTISEASON 2,,09,,,,,,
3286341672718,150002076,FIRESTONE,Reifen,09.csv,195,60,R,16,,,MULTISEASON 2,,09,,,,,,
3286341672916,150002049,FIRESTONE,Reifen,09.csv,155,65,R,14,,,MULTISEASON 2 3PMSF,,09,,,,,,
3286341673012,150002072,FIRESTONE,Reifen,09.csv,195,55,R,16,,,MULTISEASON 2 XL,,09,,,,,,
3286341673111,150002056,FIRESTONE,Reifen,09.csv,175,65,R,14,,,MULTISEASON 2 3PMSF XL,,09,,,,,,
3286341673319,150002063,FIRESTONE,Reifen,09.csv,185,60,R,15,,,MULTISEASON 2 XL 3PMSF,,09,,,,,,
3286341673418,150002081,FIRESTONE,Reifen,09.csv,205,55,R,16,,,MULTISEASON 2 3PMSF,,09,,,,,,
3286341673517,150002089,FIRESTONE,Reifen,09.csv,215,55,R,16,,,MULTISEASON 2 XL 3PMSF,,09,,,,,,
3286341673616,150002082,FIRESTONE,Reifen,09.csv,205,55,R,16,,,MULTISEASON 2 XL 3PMSF,,09,,,,,,
3286341673715,150002105,FIRESTONE,Reifen,09.csv,225,55,R,16,,,MULTISEASON 2 XL 3PMSF,,09,,,,,,
3286341673814,150002074,FIRESTONE,Reifen,09.csv,195,60,R,15,,,MULTISEASON 2 3PMSF,,09,,,,,,
3286341673913,150002065,FIRESTONE,Reifen,09.csv,185,65,R,15,,,MULTISEASON 2 3PMSF XL,,09,,,,,,
3286341674019,150002109,FIRESTONE,Reifen,09.csv,225,60,R,17,,,MULTISEASON 2,,09,,,,,,
3286341674217,150002070,FIRESTONE,Reifen,09.csv,195,50,R,15,,,MULTISEASON 2 3PMSF,,09,,,,,,
3286341674316,150002062,FIRESTONE,Reifen,09.csv,185,60,R,14,,,MULTISEASON 2 XL 3PMSF,,09,,,,,,
3286341674514,150002053,FIRESTONE,Reifen,09.csv,165,65,R,14,,,MULTISEASON 2 3PMSF,,09,,,,,,
3286341674712,150002069,FIRESTONE,Reifen,09.csv,195,45,R,16,,,MULTISEASON 2 XL,,09,,,,,,
3286341674811,150002093,FIRESTONE,Reifen,09.csv,215,60,R,16,,,MULTISEASON 2 XL,,09,,,,,,
3286341674910,150002102,FIRESTONE,Reifen,09.csv,225,45,R,17,,,MULTISEASON 2 XL,,09,,,,,,
3286341675016,150002061,FIRESTONE,Reifen,09.csv,185,55,R,15,,,MULTISEASON 2 XL,,09,,,,,,
3286341675115,150002073,FIRESTONE,Reifen,09.csv,195,55,R,16,,,MULTISEASON 2 XL,,09,,,,,,
3286341675214,150002106,FIRESTONE,Reifen,09.csv,225,55,R,17,,,MULTISEASON 2 XL,,09,,,,,,
3286341675313,150002090,FIRESTONE,Reifen,09.csv,215,55,R,17,,,MULTISEASON 2 XL,,09,,,,,,
3286341675412,150002066,FIRESTONE,Reifen,09.csv,185,65,R,15,,,MULTISEASON 2 XL,,09,,,,,,
3286341675511,150002101,FIRESTONE,Reifen,09.csv,225,40,R,18,,,MULTISEASON 2 XL,,09,,,,,,
3286341675610,150002104,FIRESTONE,Reifen,09.csv,225,50,R,17,,,MULTISEASON 2 XL,,09,,,,,,
3286341675719,150002088,FIRESTONE,Reifen,09.csv,215,50,R,17,,,MULTISEASON 2 XL,,09,,,,,,
3286341675917,150002057,FIRESTONE,Reifen,09.csv,175,65,R,15,,,MULTISEASON 2 XL,,09,,,,,,
3286341676013,150002059,FIRESTONE,Reifen,09.csv,175,70,R,14,,,MULTISEASON 2 XL,,09,,,,,,
3286341676112,150002064,FIRESTONE,Reifen,09.csv,185,65,R,14,,,MULTISEASON 2 XL,,09,,,,,,
3286341676211,150002083,FIRESTONE,Reifen,09.csv,205,55,R,17,,,MULTISEASON 2 XL,,09,,,,,,
3286341676419,150002055,FIRESTONE,Reifen,09.csv,165,70,R,14,,,MULTISEASON 2 XL,,09,,,,,,
3286341676518,150002071,FIRESTONE,Reifen,09.csv,195,55,R,15,,,MULTISEASON 2 XL,,09,,,,,,
3286341676617,150002075,FIRESTONE,Reifen,09.csv,195,60,R,15,,,MULTISEASON 2 XL,,09,,,,,,
3286341676716,150002111,FIRESTONE,Reifen,09.csv,225,65,R,17,,,MULTISEASON 2 3PMSF,,09,,,,,,
3286341676815,150002095,FIRESTONE,Reifen,09.csv,215,60,R,17,,,MULTISEASON 2 XL 3PMSF,,09,,,,,,
3286341676914,150002123,FIRESTONE,Reifen,09.csv,235,65,R,17,,,MULTISEASON 2 XL 3PMSF,,09,,,,,,
3286341677010,150002091,FIRESTONE,Reifen,09.csv,215,55,R,18,,,MULTISEASON 2 XL 3PMSF,,09,,,,,,
3286341677119,150002120,FIRESTONE,Reifen,09.csv,235,60,R,18,,,MULTISEASON 2 XL 3PMSF,,09,,,,,,
3286341677218,150002098,FIRESTONE,Reifen,09.csv,215,65,R,16,,,MULTISEASON 2 XL 3PMSF,,09,,,,,,
3286341677317,150002114,FIRESTONE,Reifen,09.csv,235,55,R,17,,,MULTISEASON 2 XL 3PMSF,,09,,,,,,
3286341677416,150002128,FIRESTONE,Reifen,09.csv,255,55,R,18,,,MULTISEASON 2 XL 3PMSF,,09,,,,,,
3286341710410,140008438,BRIDGESTONE,Reifen,09.csv,245,45,R,19,,,TURANZA T 005 XL,,09,,,,,,
3286341770810,140007924,BRIDGESTONE,Reifen,09.csv,195,60,R,15,,,BLIZZAK LM-005 3PMSF,,09,,,,,,
3286341801316,150002275,FIRESTONE,Reifen,09.csv,255,55,R,18,,,WINTERHAWK 4 XL 3PMSF,,09,,,,,,
3286341801712,150002236,FIRESTONE,Reifen,09.csv,215,65,R,16,,,WINTERHAWK 4 3PMSF,,09,,,,,,
3286341802115,150002234,FIRESTONE,Reifen,09.csv,215,60,R,17,,,WINTERHAWK 4 3PMSF,,09,,,,,,
3286341804010,150002199,FIRESTONE,Reifen,09.csv,185,60,R,15,,,WINTERHAWK 4 3PMSF,,09,,,,,,
3286341804812,150002198,FIRESTONE,Reifen,09.csv,185,60,R,15,,,WINTERHAWK 4 XL 3PMSF,,09,,,,,,
3286341805116,150002206,FIRESTONE,Reifen,09.csv,195,55,R,15,,,WINTERHAWK 4 3PMSF,,09,,,,,,
3286341805314,150002208,FIRESTONE,Reifen,09.csv,195,55,R,16,,,WINTERHAWK 4 3PMSF,,09,,,,,,
3286341805611,150002230,FIRESTONE,Reifen,09.csv,215,55,R,16,,,WINTERHAWK 4 XL 3PMSF,,09,,,,,,
3286341805918,150002256,FIRESTONE,Reifen,09.csv,235,45,R,17,,,WINTERHAWK 4 XLFSL 3PMSF,,09,,,,,,
3286341806113,150002222,FIRESTONE,Reifen,09.csv,205,60,R,16,,,WINTERHAWK 4 3PMSF,,09,,,,,,
3286341806816,150002232,FIRESTONE,Reifen,09.csv,215,55,R,18,,,WINTERHAWK 4 XL 3PMSF,,09,,,,,,
3286341808216,150002272,FIRESTONE,Reifen,09.csv,255,40,R,19,,,WINTERHAWK 4 XLFSL 3PMSF,,09,,,,,,
3286341808315,150002253,FIRESTONE,Reifen,09.csv,235,35,R,19,,,WINTERHAWK 4 XLFSL 3PMSF,,09,,,,,,
3286341808711,150002217,FIRESTONE,Reifen,09.csv,205,55,R,16,,,WINTERHAWK 4 3PMSF,,09,,,,,,
3286341808919,150002245,FIRESTONE,Reifen,09.csv,225,50,R,18,,,WINTERHAWK 4 XL 3PMSF,,09,,,,,,
3286341809312,150002271,FIRESTONE,Reifen,09.csv,255,35,R,19,,,WINTERHAWK 4 XLFSL 3PMSF,,09,,,,,,
3286341809916,150002079,FIRESTONE,Reifen,09.csv,195,70,R,15C,102,,VANHAWK 2,,09,,,,,,
3286341816310,150002309,FIRESTONE,Reifen,09.csv,205,60,R,16,,,ROADHAWK,,09,,,,,,
3286341817218,150002304,FIRESTONE,Reifen,09.csv,185,60,R,14,,,MULTIHAWK 2,,09,,,,,,
3286341817317,150002318,FIRESTONE,Reifen,09.csv,185,60,R,15,,,ROADHAWK,,09,,,,,,
3286341817614,150002319,FIRESTONE,Reifen,09.csv,195,60,R,15,,,ROADHAWK,,09,,,,,,
3286341818215,150002315,FIRESTONE,Reifen,09.csv,225,60,R,16,,,ROADHAWK XL,,09,,,,,,
3286341818314,150002311,FIRESTONE,Reifen,09.csv,215,55,R,16,,,ROADHAWK XL,,09,,,,,,
3286341818413,150002310,FIRESTONE,Reifen,09.csv,205,65,R,15,,,ROADHAWK,,09,,,,,,
3286341818611,150002314,FIRESTONE,Reifen,09.csv,225,55,R,16,,,ROADHAWK XL,,09,,,,,,
3286341818819,150002361,FIRESTONE,Reifen,09.csv,195,65,R,15,,,ROADHAWK,,09,,,,,,
3286341819311,150002170,FIRESTONE,Reifen,09.csv,245,35,R,20,,,ROADHAWK XLFSL,,09,,,,,,
3286341819410,150002181,FIRESTONE,Reifen,09.csv,265,45,R,20,,,ROADHAWK XLFSL,,09,,,,,,
3286341819519,150002178,FIRESTONE,Reifen,09.csv,255,45,R,20,,,ROADHAWK XLFSL,,09,,,,,,
3286341819618,150002182,FIRESTONE,Reifen,09.csv,275,40,R,20,,,ROADHAWK XLFSL,,09,,,,,,
3286341819816,150002185,FIRESTONE,Reifen,09.csv,295,35,R,21,,,ROADHAWK XLFSL,,09,,,,,,
3286341821017,150002176,FIRESTONE,Reifen,09.csv,255,35,R,19,,,ROADHAWK XLFSL,,09,,,,,,
3286341825411,140008236,BRIDGESTONE,Reifen,09.csv,215,50,R,18,,,TURANZA T 005 AO,,09,,,,,,
3286341825619,140008243,BRIDGESTONE,Reifen,09.csv,215,60,R,16,,,TURANZA T 005 AO,,09,,,,,,
3286341827613,140008285,BRIDGESTONE,Reifen,09.csv,235,55,R,17,,,TURANZA T 005,,09,,,,,,
3286341829815,140008250,BRIDGESTONE,Reifen,09.csv,225,35,R,20,,,TURANZA T 005 RFTXL*,,09,,,,,,
3286341830316,140008302,BRIDGESTONE,Reifen,09.csv,255,30,R,20,,,TURANZA T 005 RFTXL*,,09,,,,,,
3286341831511,140008229,BRIDGESTONE,Reifen,09.csv,205,60,R,16,,,A005 WEATHER CONTROL XL 3PMS,,09,,,,,,
3286341832617,150002140,FIRESTONE,Reifen,09.csv,195,65,R,16C,102,,VANHAWK 2 WINTER 3PMSF,,09,,,,,,
3286341832716,150002152,FIRESTONE,Reifen,09.csv,225,65,R,16C,110,,VANHAWK 2 WINTER 3PMSF,,09,,,,,,
3286341833317,150002142,FIRESTONE,Reifen,09.csv,195,75,R,16C,105,,VANHAWK 2 WINTER 3PMSF,,09,,,,,,
3286341833515,150002150,FIRESTONE,Reifen,09.csv,215,70,R,15C,107,,VANHAWK 2 WINTER 3PMSF,,09,,,,,,
3286341836615,140008754,BRIDGESTONE,Reifen,09.csv,255,50,R,19,,,TURANZA ECO ID.4 C+,,09,,,,,,
3286341836813,140007726,BRIDGESTONE,Reifen,09.csv,215,45,R,18,,,TURANZA T 005A LHD,,09,,,,,,
3286341838817,140008291,BRIDGESTONE,Reifen,09.csv,235,55,R,19,,,TURANZA T 005 XLMO,,09,,,,,,
3286341839012,140008307,BRIDGESTONE,Reifen,09.csv,255,50,R,19,,,TURANZA T 005 XLMO,,09,,,,,,
3286341858112,140008306,BRIDGESTONE,Reifen,09.csv,255,50,R,19,,,A005 WEATHER CONTROL SLT C+,,09,,,,,,
3286341866810,140008278,BRIDGESTONE,Reifen,09.csv,235,45,R,18,,,TURANZA T 005,,09,,,,,,
3286341873313,140007955,BRIDGESTONE,Reifen,09.csv,215,50,R,18,,,BLIZZAK LM-005 FSL 3PMSF,,09,,,,,,
3286341877311,150002357,FIRESTONE,Reifen,09.csv,255,55,R,18,,,ROADHAWK,,09,,,,,,
3286341879919,140008635,BRIDGESTONE,Reifen,09.csv,235,55,R,18,,,TURANZA T 005 AO,,09,,,,,,
3286341880311,140008266,BRIDGESTONE,Reifen,09.csv,225,45,R,18,,,TURANZA T 005 XL,,09,,,,,,
3286341880519,140008295,BRIDGESTONE,Reifen,09.csv,245,35,R,18,,,POTENZA S 001 XLM0FSL,,09,,,,,,
3286341880618,140008252,BRIDGESTONE,Reifen,09.csv,225,40,R,18,,,POTENZA S 001 XLM0FSL,,09,,,,,,
3286341881615,140008727,BRIDGESTONE,Reifen,09.csv,245,40,R,18,,,TURANZA T 005 XLMOFSL,,09,,,,,,
3286341883510,140008892,BRIDGESTONE,Reifen,09.csv,245,45,R,20,,,ALENZA 001 RFTXL*FSL,,09,,,,,,
3286341886610,140008271,BRIDGESTONE,Reifen,09.csv,225,50,R,17,,,POTENZA S 001 RFT*FSL,,09,,,,,,
3286341891515,140008395,BRIDGESTONE,Reifen,09.csv,215,70,R,16,,,BLIZZAK DM-V3 3PMSF,,09,,,,,,
3286341896817,140007886,BRIDGESTONE,Reifen,09.csv,225,60,R,18,,,ALENZA 001 XL*,,09,,,,,,
3286341918816,140008373,BRIDGESTONE,Reifen,09.csv,165,60,R,15,,,BLIZZAK LM-005 XL 3PMSF,,09,,,,,,
3286341919011,140008427,BRIDGESTONE,Reifen,09.csv,235,55,R,20,,,BLIZZAK LM-005 XL 3PMSF,,09,,,,,,
3286341922219,140009056,BRIDGESTONE,Reifen,09.csv,215,40,R,18,,,TURANZA T 005 XLFSL,,09,,,,,,
3286341923612,140008230,BRIDGESTONE,Reifen,09.csv,205,60,R,16,,,TURANZA T 005 AO,,09,,,,,,
3286341925814,140008190,BRIDGESTONE,Reifen,09.csv,215,50,R,19,,,A005 WEATHER CONTROL SLT (+),,09,,,,,,
3286341935516,140008383,BRIDGESTONE,Reifen,09.csv,215,40,R,18,,,TURANZA T 005 XLAO,,09,,,,,,
3286341936117,150002203,FIRESTONE,Reifen,09.csv,195,45,R,16,,,WINTERHAWK 4 XL 3PMSF,,09,,,,,,
3286341936315,150002209,FIRESTONE,Reifen,09.csv,195,55,R,20,,,WINTERHAWK 4 XL 3PMSF,,09,,,,,,
3286341936513,150002243,FIRESTONE,Reifen,09.csv,225,45,R,19,,,WINTERHAWK 4 XLFSL 3PMSF,,09,,,,,,
3286341937411,150002277,FIRESTONE,Reifen,09.csv,255,60,R,18,,,WINTERHAWK 4 XL 3PMSF,,09,,,,,,
3286341937510,150002223,FIRESTONE,Reifen,09.csv,205,60,R,17,,,WINTERHAWK 4 XL 3PMSF,,09,,,,,,
3286341937817,140008516,BRIDGESTONE,Reifen,09.csv,175,65,R,15,,,A005 WEATHER CONTROL EVO XL,,09,,,,,,
3286341937916,140008517,BRIDGESTONE,Reifen,09.csv,185,55,R,15,,,A005 WEATHER CONTROL EVO XL,,09,,,,,,
3286341938111,140008519,BRIDGESTONE,Reifen,09.csv,185,60,R,15,,,A005 WEATHER CONTROL EVO XL,,09,,,,,,
3286341938210,140008520,BRIDGESTONE,Reifen,09.csv,185,65,R,15,,,A005 WEATHER CONTROL EVO XL,,09,,,,,,
3286341938517,140008523,BRIDGESTONE,Reifen,09.csv,195,50,R,15,,,A005 WEATHER CONTROL EVO 3PM,,09,,,,,,
3286341938616,140008524,BRIDGESTONE,Reifen,09.csv,195,55,R,15,,,A005 WEATHER CONTROL EVO XL,,09,,,,,,
3286341938913,140008527,BRIDGESTONE,Reifen,09.csv,195,60,R,15,,,A005 WEATHER CONTROL EVO XL,,09,,,,,,
3286341939118,140008530,BRIDGESTONE,Reifen,09.csv,195,65,R,15,,,A005 WEATHER CONTROL EVO 3PM,,09,,,,,,
3286341939217,140008644,BRIDGESTONE,Reifen,09.csv,195,65,R,15,,,A005 WEATHER CONTROL DRIVEGU,,09,,,,,,
3286341939316,140008531,BRIDGESTONE,Reifen,09.csv,195,65,R,15,,,A005 WEATHER CONTROL EVO XL,,09,,,,,,
3286341940312,140008544,BRIDGESTONE,Reifen,09.csv,205,65,R,15,,,A005 WEATHER CONTROL EVO XL,,09,,,,,,
3286341945119,140008620,BRIDGESTONE,Reifen,09.csv,255,35,R,18,,,A005 WEATHER CONTROL EVO XLF,,09,,,,,,
3286341945515,140008626,BRIDGESTONE,Reifen,09.csv,255,55,R,18,,,A005 WEATHER CONTROL EVO XL,,09,,,,,,
3286341954616,140008647,BRIDGESTONE,Reifen,09.csv,205,75,R,16C,108,,DURAVIS R 660 ECO MO,,09,,,,,,
3286341960112,140008390,BRIDGESTONE,Reifen,09.csv,215,65,R,17,,,BLIZZAK LM-001 SLT 3PMSF,,09,,,,,,
3286341960716,140008332,BRIDGESTONE,Reifen,09.csv,235,45,R,18,,,TURANZA T 005 SLT,,09,,,,,,
3286341974317,140008386,BRIDGESTONE,Reifen,09.csv,215,50,R,19,,,BLIZZAK LM-005 3PMSF,,09,,,,,,
3286341974416,140008196,BRIDGESTONE,Reifen,09.csv,225,60,R,18,,,ALENZA 001 XL*,,09,,,,,,
3286341979312,140008380,BRIDGESTONE,Reifen,09.csv,205,65,R,16C,105,,DURAVIS R660 ECO,,09,,,,,,
3286342032917,140009128,BRIDGESTONE,Reifen,09.csv,195,80,R,15,,,DUELER ALL TERRAIN 3PMSF,,09,,,,,,
3286342033013,140009129,BRIDGESTONE,Reifen,09.csv,205,70,R,15,,,DUELER ALL TERRAIN 3PMSF,,09,,,,,,
3286342033211,140009132,BRIDGESTONE,Reifen,09.csv,215,75,R,15,,,DUELER ALL TERRAIN 3PMSF,,09,,,,,,
3286342033617,140009378,BRIDGESTONE,Reifen,09.csv,235,75,R,15,,,DUELER ALL TERRAIN 3PMSF,,09,,,,,,
3286342034119,140009341,BRIDGESTONE,Reifen,09.csv,205,80,R,16,,,DUELER ALL TERRAIN 3PMSF,,09,,,,,,
3286342034317,140009349,BRIDGESTONE,Reifen,09.csv,215,70,R,16,,,DUELER ALL TERRAIN 3PMSF,,09,,,,,,
3286342035819,140009356,BRIDGESTONE,Reifen,09.csv,225,60,R,17,,,DUELER ALL TERRAIN A/T002 XL,,09,,,,,,
3286342036915,140009355,BRIDGESTONE,Reifen,09.csv,225,55,R,18,,,DUELER ALL TERRAIN 3PMSF,,09,,,,,,
3286342037110,140009373,BRIDGESTONE,Reifen,09.csv,235,60,R,18,,,DUELER ALL TERRAIN XL 3PMSF,,09,,,,,,
3286342045313,140009715,BRIDGESTONE,Reifen,09.csv,225,60,R,17,,,BLIZZAK 6 ENLITEN XL 3PMSF,,09,,,,,,
3286342045610,140009736,BRIDGESTONE,Reifen,09.csv,235,65,R,17,,,BLIZZAK 6 ENLITEN XL 3PMSF,,09,,,,,,
3286342045719,140009752,BRIDGESTONE,Reifen,09.csv,245,65,R,17,,,BLIZZAK 6 ENLITEN XL,,09,,,,,,
3286342045917,140009767,BRIDGESTONE,Reifen,09.csv,255,65,R,17,,,BLIZZAK 6 ENLITEN XL 3PMSF,,09,,,,,,
3286342046013,140009776,BRIDGESTONE,Reifen,09.csv,265,65,R,17,,,BLIZZAK 6 ENLITEN XL 3PMSF,,09,,,,,,
3286342046211,140009716,BRIDGESTONE,Reifen,09.csv,225,60,R,18,,,BLIZZAK 6 ENLITEN XL 3PMSF,,09,,,,,,
3286342047010,140009775,BRIDGESTONE,Reifen,09.csv,265,60,R,18,,,BLIZZAK 6 ENLITEN XL 3PMSF,,09,,,,,,
3286342048819,140009834,BRIDGESTONE,Reifen,09.csv,275,45,R,20,,,BLIZZAK 6 ENLITEN XLFSL 3PMS,,09,,,,,,
3286342051918,140009525,BRIDGESTONE,Reifen,09.csv,215,65,R,16,,,TURANZA 6 ENLITEN XL,,09,,,,,,
3286342052113,140009568,BRIDGESTONE,Reifen,09.csv,235,60,R,16,,,TURANZA 6 ENLITEN XL,,09,,,,,,
3286342052717,140009187,BRIDGESTONE,Reifen,09.csv,215,65,R,17,,,TURANZA 6 ENLITEN,,09,,,,,,
