ean,product_id,manufacturer,article_type,source_file,tyre_width,tyre_aspect_ratio,tyre_construction,tyre_diameter,tyre_load_index,tyre_speed_index,tyre_tread,tyre_tt_tl,provider,rim_width,rim_diameter,rim_offset,rim_color,rim_load_index,rim_speed_index
3528708479012,73907678,MICHELIN,Reifen,09.csv,235,55,R,17,,,PRIMACY 5 XL,,09,,,,,,
3528708491816,70010186,MICHELIN,Reifen,09.csv,265,40,R,19,,Z,PILOT SUPERSP. EL*FS,,09,,,,,,
3528708500204,70012306,MICHELIN,Reifen,09.csv,275,35,R,21,,,PIL.SPT 4S XLAMLRG,,09,,,,,,
3528708502604,70012058,MICHELIN,Reifen,09.csv,245,35,R,20,,,PIL.SPT 4 XL*,,09,,,,,,
3528708512573,73907632,MICHELIN,Reifen,09.csv,225,40,R,18,,,E PRIMACY ST XL*,,09,,,,,,
3528708532908,70012190,MICHELIN,Reifen,09.csv,245,35,R,18,,Z,PIL.SPT 5 XL,,09,,,,,,
3528708537682,70012031,MICHELIN,Reifen,09.csv,255,40,R,20,,,CROSS CLIMATE 2 SUV XLVOL 3P,,09,,,,,,
3528708573949,70011773,MICHELIN,Reifen,09.csv,185,65,R,15,,,E PRIMACY XL,,09,,,,,,
3528708589414,70011730,MICHELIN,Reifen,09.csv,245,40,R,18,,,PRIMACY 4 MO,,09,,,,,,
3528708609716,70012748,MICHELIN,Reifen,09.csv,275,35,R,19,,Z,PILOT SPORT 4S DT XLR,,09,,,,,,
3528708612204,70012382,MICHELIN,Reifen,09.csv,265,35,R,21,,,PIL.SPT EV ACOUSTIC XLRG,,09,,,,,,
3528708612853,70011888,MICHELIN,Reifen,09.csv,185,65,R,15,,,CROSS CLIMATE 2 3PMSF,,09,,,,,,
3528708634442,70012279,MICHELIN,Reifen,09.csv,235,40,R,20,,,PIL.SPT EV XL,,09,,,,,,
3528708641198,70010473,MICHELIN,Reifen,09.csv,255,30,R,20,,Z,PIL.SPT 4S XL,,09,,,,,,
3528708649637,73907615,MICHELIN,Reifen,09.csv,215,50,R,17,,,PRIMACY 5 XLRG,,09,,,,,,
3528708661417,73907464,MICHELIN,Reifen,09.csv,215,65,R,16,,,ALPIN 7 3PMSF,,09,,,,,,
3528708666573,70011589,MICHELIN,Reifen,09.csv,225,45,R,18,,,PRIMACY 4 XLMO,,09,,,,,,
3528708667433,70012318,MICHELIN,Reifen,09.csv,215,55,R,18,,,CROSS CLIMATE 2 3PMSF,,09,,,,,,
3528708669871,70009902,MICHELIN,Reifen,09.csv,235,45,R,20,,Z,PIL.SPT 4S EL,,09,,,,,,
3528708672383,70012443,MICHELIN,Reifen,09.csv,255,40,R,19,,,PIL.ALP. 5 XLMO1 3PMSF,,09,,,,,,
3528708673618,73907639,MICHELIN,Reifen,09.csv,225,45,R,17,,,PRIMACY 5 RG,,09,,,,,,
3528708699984,70012415,MICHELIN,Reifen,09.csv,245,35,R,20,,,PIL.SPT 4S XLMO1,,09,,,,,,
3528708711006,70011586,MICHELIN,Reifen,09.csv,225,40,R,19,,Z,PIL.SPT CUP 2 CNT XL,,09,,,,,,
3528708711730,70011639,MICHELIN,Reifen,09.csv,255,40,R,21,,,PIL.SPT 4 SUV GOE XL,,09,,,,,,
3528708713826,70011636,MICHELIN,Reifen,09.csv,255,40,R,20,,,PIL.ALP. 5 XL 3PMSF,,09,,,,,,
3528708717329,70010047,MICHELIN,Reifen,09.csv,205,55,R,16,,,PRIMACY3 ZPFSL,,09,,,,,,
3528708723641,70012678,MICHELIN,Reifen,09.csv,205,50,R,17,,,CROSS CLIMATE 2 3PMSF,,09,,,,,,
3528708736245,73907596,MICHELIN,Reifen,09.csv,205,50,R,17,,,PRIMACY 5 XLRG,,09,,,,,,
3528708745209,73907655,MICHELIN,Reifen,09.csv,225,50,R,18,,,PRIMACY 5 FRV XLRG,,09,,,,,,
3528708750678,70011737,MICHELIN,Reifen,09.csv,195,55,R,20,,,CROSSCLIMATE 2 XL 3PMSF,,09,,,,,,
3528708765146,70010884,MICHELIN,Reifen,09.csv,225,70,R,15C,110,,AGILIS CROSS CLIMATE 3PMSF M,,09,,,,,,
3528708768055,70012336,MICHELIN,Reifen,09.csv,235,50,R,20,,,CROSS CLIMATE 2 SUV XL 3PMSF,,09,,,,,,
3528708770843,70009770,MICHELIN,Reifen,09.csv,245,35,R,19,,Z,PILOT SUPERSP. EL*,,09,,,,,,
3528708775107,70011232,MICHELIN,Reifen,09.csv,215,60,R,17C,107,,AGILIS CROSS CLIMATE 3PMSF M,,09,,,,,,
3528708795198,70012253,MICHELIN,Reifen,09.csv,205,65,R,15,,,PRIMACY 4,,09,,,,,,
3528708859838,70012708,MICHELIN,Reifen,09.csv,245,40,R,21,,,CROSS CLIMATE 2 XLRG 3PMSF,,09,,,,,,
3528708922945,70011451,MICHELIN,Reifen,09.csv,245,45,R,18,,,PRIMACY 4 XLVOLFSL,,09,,,,,,
3528708941090,73907667,MICHELIN,Reifen,09.csv,235,45,R,18,,,PRIMACY 5 FRV XLRG,,09,,,,,,
3528708975392,70011968,MICHELIN,Reifen,09.csv,235,45,R,18,,,CROSS CLIMATE 2 XL 3PMSF,,09,,,,,,
3528709009119,70011438,MICHELIN,Reifen,09.csv,235,65,R,16C,113,,AGILIS 3,,09,,,,,,
3528709010177,73907641,MICHELIN,Reifen,09.csv,225,45,R,17,,,PRIMACY 5 RG,,09,,,,,,
3528709053907,70011925,MICHELIN,Reifen,09.csv,215,40,R,18,,,CROSS CLIMATE 2 XL 3PMSF,,09,,,,,,
3528709054713,70012597,MICHELIN,Reifen,09.csv,275,35,R,21,,,PILOT SPORT S 5 RG,,09,,,,,,
3528709080545,70011898,MICHELIN,Reifen,09.csv,195,60,R,15,,,CROSS CLIMATE 2 3PMSF,,09,,,,,,
3528709085649,70011919,MICHELIN,Reifen,09.csv,205,60,R,15,,,CROSS CLIMATE 2 XL 3PMSF,,09,,,,,,
3528709096621,73907440,MICHELIN,Reifen,09.csv,195,60,R,16,,,ALPIN 7 3PMSF,,09,,,,,,
3528709178921,70010179,MICHELIN,Reifen,09.csv,265,35,R,19,,Z,PILOT SUPERSP. ELMOFS,,09,,,,,,
3528709198516,70010306,MICHELIN,Reifen,09.csv,225,55,R,17,,,PRIMACY3 ZP*,,09,,,,,,
3528709204736,70011398,MICHELIN,Reifen,09.csv,205,55,R,16,,,PRIMACY 4 XLFSL,,09,,,,,,
3528709208383,70011767,MICHELIN,Reifen,09.csv,165,65,R,15,,,E PRIMACY,,09,,,,,,
3528709210799,70012781,MICHELIN,Reifen,09.csv,295,30,R,20,,Z,PILOT SPORT S 5 XLMO1,,09,,,,,,
3528709210805,70012692,MICHELIN,Reifen,09.csv,235,45,R,21,,,E PRIMACY S1 RG,,09,,,,,,
3528709210980,70012551,MICHELIN,Reifen,09.csv,235,55,R,20,,,PILOT SPORT 4 SUV XLRG,,09,,,,,,
3528709212847,73907654,MICHELIN,Reifen,09.csv,225,50,R,18,,,PRIMACY 5 FRV RG,,09,,,,,,
3528709219006,70010832,MICHELIN,Reifen,09.csv,215,40,R,17,,,ALPIN 6 3PMSF XL M+S,,09,,,,,,
3528709221511,70011267,MICHELIN,Reifen,09.csv,225,50,R,16,,Z,PIL.SPT 4 FSL,,09,,,,,,
3528709222846,70012132,MICHELIN,Reifen,09.csv,225,40,R,18,,Z,PIL.SPT 5 XL,,09,,,,,,
3528709223034,70009025,MICHELIN,Reifen,09.csv,275,40,R,20,,,LATITUDE SPORT 3 XL,,09,,,,,,
3528709226042,70012732,MICHELIN,Reifen,09.csv,265,35,R,20,,Z,PILOT SPORT 4S ACOUSTI,,09,,,,,,
3528709231152,70007451,MICHELIN,Reifen,09.csv,215,70,R,15C,107,,AGILIS ALPIN,,09,,,,,,
3528709232920,70011906,MICHELIN,Reifen,09.csv,205,45,R,17,,,CROSS CLIMATE 2 XL 3PMSF,,09,,,,,,
3528709233828,70012151,MICHELIN,Reifen,09.csv,225,50,R,17,,,PRIMACY 4+ XL,,09,,,,,,
3528709242165,70011503,MICHELIN,Reifen,09.csv,325,30,R,21,,Z,PIL.SPT 4 S XLND0,,09,,,,,,
3528709252607,70009977,MICHELIN,Reifen,09.csv,285,35,R,18,,,PILOT SUPERSP. MO1,,09,,,,,,
3528709282437,70012049,MICHELIN,Reifen,09.csv,195,60,R,18,,,E PRIMACY XL,,09,,,,,,
3528709292818,70010967,MICHELIN,Reifen,09.csv,305,30,R,20,,Z,PIL.SPT CUP 2 XLAO,,09,,,,,,
3528709313322,70009915,MICHELIN,Reifen,09.csv,245,35,R,20,,,PIL.ALP. PA4 N1,,09,,,,,,
3528709325462,70012322,MICHELIN,Reifen,09.csv,225,50,R,18,,,CROSS CLIMATE 2 SUV 3PMSF,,09,,,,,,
3528709330510,70010920,MICHELIN,Reifen,09.csv,245,35,R,20,,Z,PIL.SPT CUP 2 EL,,09,,,,,,
3528709354011,70012689,MICHELIN,Reifen,09.csv,225,55,R,19,,,E PRIMACY XLRG,,09,,,,,,
3528709358828,70010865,MICHELIN,Reifen,09.csv,225,45,R,18,,,PIL.SPT 4 XLMO,,09,,,,,,
3528709384155,70012330,MICHELIN,Reifen,09.csv,235,40,R,20,,,PIL.ALP. 5 XLRG 3PMSF,,09,,,,,,
3528709387019,70012210,MICHELIN,Reifen,09.csv,255,40,R,20,,Z,PIL.SPT 5 XL,,09,,,,,,
3528709401227,70009778,MICHELIN,Reifen,09.csv,265,35,R,18,,Z,PIL.SPT PS2 ELN3,,09,,,,,,
3528709402026,70012207,MICHELIN,Reifen,09.csv,255,35,R,22,,Z,PIL.SPT 4S ACOUSTIC K1,,09,,,,,,
3528709403603,70010756,MICHELIN,Reifen,09.csv,235,65,R,17,,,CROSS CLIMATE SUV 3PMSF MO M,,09,,,,,,
3528709414487,70011368,MICHELIN,Reifen,09.csv,225,40,R,18,,,PIL.SPT 4 XL*,,09,,,,,,
3528709421669,70008172,MICHELIN,Reifen,09.csv,245,40,R,18,,,PILOT SPORT 3  AO EL FSL,,09,,,,,,
3528709423137,73907611,MICHELIN,Reifen,09.csv,205,60,R,16,,,PRIMACY 5 XL,,09,,,,,,
3528709441223,70012367,MICHELIN,Reifen,09.csv,255,40,R,20,,,CROSS CLIMATE 2 XL 3PMSF,,09,,,,,,
3528709458276,73907433,MICHELIN,Reifen,09.csv,185,65,R,15,,,ALPIN 7 XL 3PMSF,,09,,,,,,
3528709463430,70012007,MICHELIN,Reifen,09.csv,275,35,R,19,,,PIL.ALP. 5 XL 3PMSF,,09,,,,,,
3528709469692,70010514,MICHELIN,Reifen,09.csv,275,40,R,19,,Z,PIL.SPT 4S EL,,09,,,,,,
3528709482691,70011815,MICHELIN,Reifen,09.csv,235,45,R,18,,,E PRIMACY XL,,09,,,,,,
3528709491921,70011600,MICHELIN,Reifen,09.csv,235,50,R,19,,,PRIMACY 4 XLVOL,,09,,,,,,
3528709499385,70010847,MICHELIN,Reifen,09.csv,215,65,R,15C,102,,AGILIS CROSS CLIMATE 3PMSF M,,09,,,,,,
3528709516938,70010450,MICHELIN,Reifen,09.csv,235,55,R,19,,,LATITUDE SPORT 3 VOL ACOU XL,,09,,,,,,
3528709519199,70012197,MICHELIN,Reifen,09.csv,245,45,R,17,,Z,PIL.SPT 5 XL,,09,,,,,,
3528709529723,70012711,MICHELIN,Reifen,09.csv,245,45,R,18,,Z,PILOT SPORT 4S XLRG,,09,,,,,,
3528709537728,70011127,MICHELIN,Reifen,09.csv,225,60,R,18,,,PIL.SPT 4 SUV,,09,,,,,,
3528709560603,70011430,MICHELIN,Reifen,09.csv,235,45,R,21,,,PIL.SPT 4 SUV XL,,09,,,,,,
3528709562119,70011552,MICHELIN,Reifen,09.csv,155,70,R,19,,,ALPIN 6 XL 3PMSF,,09,,,,,,
3528709566025,70010351,MICHELIN,Reifen,09.csv,195,65,R,15,,,PRIMACY 4,,09,,,,,,
3528709592505,70008706,MICHELIN,Reifen,09.csv,255,35,R,18,,,PILOT ALPIN PA4 EL,,09,,,,,,
3528709600965,70011039,MICHELIN,Reifen,09.csv,235,45,R,20,,,PIL.SPT 4 SUV XL,,09,,,,,,
3528709603584,70011855,MICHELIN,Reifen,09.csv,245,35,R,18,,Z,PIL.SPT 4 ZPXL,,09,,,,,,
3528709610568,70012148,MICHELIN,Reifen,09.csv,225,50,R,17,,,PRIMACY 4+ XL,,09,,,,,,
3528709611688,70011572,MICHELIN,Reifen,09.csv,215,40,R,18,,Z,PIL.SPT CUP 2 CNT XL,,09,,,,,,
3528709646307,70012704,MICHELIN,Reifen,09.csv,235,60,R,18,,,CROSS CLIMATE 2 SUV 3PMSF,,09,,,,,,
3528709651196,70009907,MICHELIN,Reifen,09.csv,235,55,R,19,,,LATITUDE SPORT 3 MO1,,09,,,,,,
3528709671286,70011969,MICHELIN,Reifen,09.csv,235,45,R,19,,,CROSS CLIMATE 2 XL 3PMSF,,09,,,,,,
3528709680257,70011071,MICHELIN,Reifen,09.csv,265,45,R,20,,,PIL.SPT 4 SUV XL,,09,,,,,,
3528709685993,70009521,MICHELIN,Reifen,09.csv,205,60,R,16,,,ALPIN 5 ZP,,09,,,,,,
3528709690546,70011980,MICHELIN,Reifen,09.csv,HL245,40,R,19,,,PIL.SPT 4 XL*,,09,,,,,,
3528709694476,70012186,MICHELIN,Reifen,09.csv,235,55,R,17,,,PRIMACY 4+ XL,,09,,,,,,
3528709710855,70009795,MICHELIN,Reifen,09.csv,205,65,R,16,,,ALPIN 5 MO,,09,,,,,,
3528709722636,70009138,MICHELIN,Reifen,09.csv,285,40,R,19,,,PILOT ALPIN PA4 N1,,09,,,,,,
3528709740197,70008923,MICHELIN,Reifen,09.csv,245,45,R,18,,,PRIMACY 3 AO XL,,09,,,,,,
3528709745680,70011979,MICHELIN,Reifen,09.csv,245,40,R,19,,,CROSS CLIMATE 2 XL 3PMSF,,09,,,,,,
3528709750431,70011721,MICHELIN,Reifen,09.csv,285,30,R,20,,Z,PIL.SPT CUP 2 DT XL*,,09,,,,,,
3528709754538,70009781,MICHELIN,Reifen,09.csv,275,35,R,20,,Z,PILOT SUPERSP. XL,,09,,,,,,
3528709759694,73907610,MICHELIN,Reifen,09.csv,205,60,R,16,,,PRIMACY 5,,09,,,,,,
3528709762564,70011453,MICHELIN,Reifen,09.csv,245,45,R,18,,,PIL.SPT 4 ZPXL*,,09,,,,,,
3528709768375,70012215,MICHELIN,Reifen,09.csv,255,45,R,19,,Z,PIL.SPT 5 XL,,09,,,,,,
3528709780902,70010890,MICHELIN,Reifen,09.csv,235,40,R,18,,,PIL.ALP. 5 3PMSF XLMO1 M+S,,09,,,,,,
3528709786799,70008408,MICHELIN,Reifen,09.csv,295,30,R,20,,Z,PIL.SUP.SPORT MO X,,09,,,,,,
3528709789981,70012709,MICHELIN,Reifen,09.csv,245,40,R,21,,,PRIMACY 4+ XL,,09,,,,,,
3528709792264,70012224,MICHELIN,Reifen,09.csv,275,40,R,18,,Z,PIL.SPT 5 XL,,09,,,,,,
3528709809566,70007420,MICHELIN,Reifen,09.csv,205,55,R,16,,,ENERGY SAVER MO,,09,,,,,,
3528709817905,70012329,MICHELIN,Reifen,09.csv,225,65,R,17,,,CROSS CLIMATE 2 SUV XL 3PMSF,,09,,,,,,
3528709820424,70011239,MICHELIN,Reifen,09.csv,185,65,R,15,,,PRIMACY 4 XL,,09,,,,,,
3528709831611,70008338,MICHELIN,Reifen,09.csv,185,60,R,14,,,ALPIN A4,,09,,,,,,
3528709877046,70011413,MICHELIN,Reifen,09.csv,225,35,R,19,,Z,PIL.SPT 4 S ZPXLFSL,,09,,,,,,
3528709877855,70011387,MICHELIN,Reifen,09.csv,175,70,R,14,,,CROSS CLIMATE+ 3PMSF,,09,,,,,,
3528709905657,70012682,MICHELIN,Reifen,09.csv,215,55,R,18,,,CROSS CLIMATE 2 S1 3PMSF,,09,,,,,,
3528709908337,70008653,MICHELIN,Reifen,09.csv,275,40,R,19,,,PILOT SPORT 3  MO,,09,,,,,,
3528709909860,70011846,MICHELIN,Reifen,09.csv,225,50,R,17,,,PRIMACY 4 ZPXL,,09,,,,,,
3528709925259,70009938,MICHELIN,Reifen,09.csv,255,40,R,19,,,PIL.SPT 4 VOLVO EL,,09,,,,,,
3528709938839,70010329,MICHELIN,Reifen,09.csv,305,30,R,20,,Z,PIL.SPT CUP 2 XLN1,,09,,,,,,
3528709946285,70011917,MICHELIN,Reifen,09.csv,205,55,R,17,,,CROSS CLIMATE 2 3PMSF,,09,,,,,,
3528709946384,70011367,MICHELIN,Reifen,09.csv,205,55,R,16,,,CROSS CLIMATE+ S1 XL 3PMSF,,09,,,,,,
3528709949934,70010894,MICHELIN,Reifen,09.csv,235,40,R,19,,Z,PIL.SPT 4S XLNA0,,09,,,,,,
3528709975162,70011987,MICHELIN,Reifen,09.csv,255,30,R,19,,,PIL.ALP. 5 XL 3PMSF,,09,,,,,,
4019238002348,10009685,CONTINENTAL,Reifen,09.csv,275,35,R,20,,,SPORTC. 5 P XLMOFR,,09,,,,,,
4019238002478,10010064,CONTINENTAL,Reifen,09.csv,235,45,R,18,,,PREMIUMC. 6 XLVOLFR,,09,,,,,,
4019238003789,10010307,CONTINENTAL,Reifen,09.csv,265,40,R,21,,,TS 860 S 3PMSF XLFR M+S,,09,,,,,,
4019238003802,10010263,CONTINENTAL,Reifen,09.csv,255,35,R,19,,,TS 860 S 3PMSF SSRXL M+S,,09,,,,,,
4019238003819,10010155,CONTINENTAL,Reifen,09.csv,225,40,R,19,,,TS 860 S 3PMSF SSRXL M+S,,09,,,,,,
4019238003826,10010414,CONTINENTAL,Reifen,09.csv,205,45,R,17,,,ECOCONTACT 6 XL,,09,,,,,,
4019238003840,10010120,CONTINENTAL,Reifen,09.csv,195,55,R,16,,,ALLSEASONCONTACT,,09,,,,,,
4019238003895,10009886,CONTINENTAL,Reifen,09.csv,235,40,R,18,,Z,SPORTC. 6 XLFR,,09,,,,,,
4019238004908,10010006,CONTINENTAL,Reifen,09.csv,265,40,R,21,,,PREMIUMC. 6 XLFR,,09,,,,,,
4019238005004,10009996,CONTINENTAL,Reifen,09.csv,255,45,R,20,,,PREMIUMC. 6 XLFR,,09,,,,,,
4019238005059,10010205,CONTINENTAL,Reifen,09.csv,235,45,R,20,,,PREMIUMC. 6 XLFR,,09,,,,,,
4019238005080,10009905,CONTINENTAL,Reifen,09.csv,245,50,R,19,,,PREMIUMC. 6 FR,,09,,,,,,
4019238005110,10010433,CONTINENTAL,Reifen,09.csv,205,65,R,16C,103,,VANCOECO VW (105T),,09,,,,,,
4019238005158,10009855,CONTINENTAL,Reifen,09.csv,205,60,R,16,,,PREMIUMC. 5 SEAL C_SXL,,09,,,,,,
4019238005172,10010502,CONTINENTAL,Reifen,09.csv,235,45,R,19,,,PREMIUMC. 6 XLVOLFR,,09,,,,,,
4019238005202,10009912,CONTINENTAL,Reifen,09.csv,265,30,R,20,,,SPORTC. 5 P SILENT XLRO1FR,,09,,,,,,
4019238005639,10010147,CONTINENTAL,Reifen,09.csv,215,65,R,15C,102,,VANC. ECO FOR,,09,,,,,,
4019238006032,10010728,CONTINENTAL,Reifen,09.csv,245,40,R,19,,,PREMIUMC. 6 XLFR,,09,,,,,,
4019238006186,10010066,CONTINENTAL,Reifen,09.csv,235,65,R,16C,113,,VANC. 100 MB,,09,,,,,,
4019238006193,10010057,CONTINENTAL,Reifen,09.csv,215,75,R,16C,114,,VANCO FS,,09,,,,,,
4019238006643,10010553,CONTINENTAL,Reifen,09.csv,255,40,R,20,,Z,SPORTC. 6 XLMO1FR,,09,,,,,,
4019238007039,10010067,CONTINENTAL,Reifen,09.csv,235,65,R,16C,113,,VANC. 200 MB,,09,,,,,,
4019238009095,10010233,CONTINENTAL,Reifen,09.csv,245,35,R,20,,,TS 860 S 3PMSF XLFR M+S,,09,,,,,,
4019238009187,10010173,CONTINENTAL,Reifen,09.csv,225,65,R,16C,110,,VANC. 4SEASON 3PMSF REN M+S,,09,,,,,,
4019238009224,10010241,CONTINENTAL,Reifen,09.csv,245,40,R,19,,,TS 860 S 3PMSF SSRXL M+S,,09,,,,,,
4019238009231,10010254,CONTINENTAL,Reifen,09.csv,245,60,R,18,,,TS 850 P SUV 3PMSF FR M+S,,09,,,,,,
4019238009767,10010051,CONTINENTAL,Reifen,09.csv,195,75,R,16C,105,,VANC. 200 MB,,09,,,,,,
4019238010114,10009890,CONTINENTAL,Reifen,09.csv,235,50,R,18,,,SPORTC. 5 SUV FR,,09,,,,,,
4019238010251,10009853,CONTINENTAL,Reifen,09.csv,205,60,R,16,,,TS 815 SEAL C_SXL,,09,,,,,,
4019238010626,10010044,CONTINENTAL,Reifen,09.csv,165,65,R,14,,,ALLSEASONCONTACT,,09,,,,,,
4019238010657,10010043,CONTINENTAL,Reifen,09.csv,155,65,R,14,,,ALLSEASONCONTACT,,09,,,,,,
4019238010664,10010048,CONTINENTAL,Reifen,09.csv,195,50,R,15,,,ALLSEASONCONTACT XLFR,,09,,,,,,
4019238010671,10010046,CONTINENTAL,Reifen,09.csv,175,70,R,14,,,ALLSEASONCONTACT XL,,09,,,,,,
4019238010688,10010143,CONTINENTAL,Reifen,09.csv,215,55,R,18,,,PREMIUMC. 6,,09,,,,,,
4019238010749,10009852,CONTINENTAL,Reifen,09.csv,205,60,R,16,,,PREMIUMC. 2 SEAL C_SXL,,09,,,,,,
4019238011876,10009875,CONTINENTAL,Reifen,09.csv,225,50,R,17,,,PREMIUMC. 2 XLFR,,09,,,,,,
4019238012422,10009941,CONTINENTAL,Reifen,09.csv,195,75,R,16C,108,,VANC. 4SEASON IVE,,09,,,,,,
4019238013085,10010370,CONTINENTAL,Reifen,09.csv,295,35,R,21,,,TS 860 S 3PMSF XLMGT M+S,,09,,,,,,
4019238013092,10010308,CONTINENTAL,Reifen,09.csv,265,40,R,21,,,TS 860 S 3PMSF XLMGT M+S,,09,,,,,,
4019238013153,10010152,CONTINENTAL,Reifen,09.csv,225,40,R,18,,,PREMIUMC. 6 XL FR,,09,,,,,,
4019238013184,10009956,CONTINENTAL,Reifen,09.csv,205,60,R,16,,,PREMIUMC. 5 XL*,,09,,,,,,
4019238013276,10010054,CONTINENTAL,Reifen,09.csv,205,60,R,16,,,ECOCONTACT 6 XL*,,09,,,,,,
4019238013351,10010099,CONTINENTAL,Reifen,09.csv,125,80,R,13,,,TS 800 3PMSF M+S,,09,,,,,,
4019238013375,10010219,CONTINENTAL,Reifen,09.csv,235,65,R,17,,,4X4 CONT. MOML M+S,,09,,,,,,
4019238013429,10010274,CONTINENTAL,Reifen,09.csv,255,40,R,20,,Z,SPORTC. 5 P XLMOFR,,09,,,,,,
4019238013566,10010326,CONTINENTAL,Reifen,09.csv,275,40,R,18,,,SPORTC. 3 SSR*,,09,,,,,,
4019238013597,10010156,CONTINENTAL,Reifen,09.csv,225,40,R,19,,,SPORTC. 5 SSR*FR,,09,,,,,,
4019238013610,10010153,CONTINENTAL,Reifen,09.csv,225,40,R,18,,,SPORTC. 5 SSR*FR,,09,,,,,,
4019238013641,10010195,CONTINENTAL,Reifen,09.csv,235,40,R,18,,Z,SPORTC. 5 P XLMOFR,,09,,,,,,
4019238013665,10010141,CONTINENTAL,Reifen,09.csv,215,40,R,18,,Z,SPORTC. 2 XLMOFR,,09,,,,,,
4019238013719,10010271,CONTINENTAL,Reifen,09.csv,255,40,R,19,,Z,SPORTC. 2 XLMOFR,,09,,,,,,
4019238013733,10010199,CONTINENTAL,Reifen,09.csv,235,40,R,20,,Z,SPORTC. 5 P XLMO,,09,,,,,,
4019238013740,10010299,CONTINENTAL,Reifen,09.csv,265,35,R,21,,,SPORTC. 5 P XLAOFR,,09,,,,,,
4019238013771,10010184,CONTINENTAL,Reifen,09.csv,235,35,R,19,,Z,SPORTC. 3 XLFR,,09,,,,,,
4019238013788,10010490,CONTINENTAL,Reifen,09.csv,235,35,R,19,,Z,SPORTC. 3 SEAL XLVWFR,,09,,,,,,
4019238013832,10010151,CONTINENTAL,Reifen,09.csv,225,35,R,19,,Z,SPORTC. 5 P XLRO2FR,,09,,,,,,
4019238013849,10010188,CONTINENTAL,Reifen,09.csv,235,35,R,19,,Z,SPORTC. 5 P XLRO2FR,,09,,,,,,
4019238013856,10010266,CONTINENTAL,Reifen,09.csv,255,35,R,19,,Z,SPORTC. 5 P XLAOFR,,09,,,,,,
4019238013887,10010321,CONTINENTAL,Reifen,09.csv,275,35,R,20,,,SPORTC. 2 XLMOFR,,09,,,,,,
4019238013962,10010470,CONTINENTAL,Reifen,09.csv,225,45,R,19,,,ECOCONTACT 6 SSRXL*,,09,,,,,,
4019238014075,10010129,CONTINENTAL,Reifen,09.csv,205,45,R,17,,,SPORTC. 3 SSR*,,09,,,,,,
4019238014198,10010111,CONTINENTAL,Reifen,09.csv,175,65,R,15,,,PREMIUMC. 2 *,,09,,,,,,
4019238014327,10012270,CONTINENTAL,Reifen,09.csv,205,55,R,16,,,ECOCONTACT 6 SSR*,,09,,,,,,
4019238014945,10010177,CONTINENTAL,Reifen,09.csv,225,70,R,15C,110,N,VANC. ECO (115N),,09,,,,,,
4019238015003,10010247,CONTINENTAL,Reifen,09.csv,245,45,R,18,,,SPORTC. 2 XLJFR,,09,,,,,,
4019238015027,10010784,CONTINENTAL,Reifen,09.csv,235,45,R,18,,,ECOCONTACT 6 SEAL VW,,09,,,,,,
4019238015133,10010767,CONTINENTAL,Reifen,09.csv,215,60,R,16,,,ECOCONTACT 6 SEAL VW,,09,,,,,,
4019238015812,10010050,CONTINENTAL,Reifen,09.csv,195,65,R,15,,,VANCONTACT 100 XL,,09,,,,,,
4019238016185,10010791,CONTINENTAL,Reifen,09.csv,245,45,R,18,,,ECOCONTACT 6 SEAL,,09,,,,,,
4019238016253,10010451,CONTINENTAL,Reifen,09.csv,215,65,R,17,,,ECOCONTACT 6 VW,,09,,,,,,
4019238016413,10010853,CONTINENTAL,Reifen,09.csv,235,45,R,20,,,ECOCONTACT 6 XLMO,,09,,,,,,
4019238016512,10010999,CONTINENTAL,Reifen,09.csv,285,35,R,19,,Z,SPORTC. 6 XL*FR,,09,,,,,,
4019238020205,10010429,CONTINENTAL,Reifen,09.csv,205,60,R,16,,,PREMIUMC. 6 XL,,09,,,,,,
4019238020397,10010724,CONTINENTAL,Reifen,09.csv,225,45,R,18,,,ECOCONTACT 6 MO,,09,,,,,,
4019238020694,10010170,CONTINENTAL,Reifen,09.csv,225,55,R,18,,,ALLSEASONCONTACT AO 3PMSF XL,,09,,,,,,
4019238020748,10010727,CONTINENTAL,Reifen,09.csv,245,40,R,19,,,ECOCONTACT 6 XLMO,,09,,,,,,
4019238020922,10010651,CONTINENTAL,Reifen,09.csv,215,70,R,16,,,ALLSEASONCONTACT 3PMSF,,09,,,,,,
4019238022209,10010704,CONTINENTAL,Reifen,09.csv,195,65,R,15,,,PREMIUMC. 6,,09,,,,,,
4019238022216,10010745,CONTINENTAL,Reifen,09.csv,195,65,R,15,,,PREMIUMC. 6,,09,,,,,,
4019238022414,10010499,CONTINENTAL,Reifen,09.csv,235,40,R,19,,,PREMIUMC. 6 SILENT XLVOLFR,,09,,,,,,
4019238022421,10010497,CONTINENTAL,Reifen,09.csv,235,40,R,19,,,PREMIUMC. 6 XLVOLFR,,09,,,,,,
4019238022476,10010573,CONTINENTAL,Reifen,09.csv,265,40,R,21,,Z,SPORTC. 5 MGTFR,,09,,,,,,
4019238022766,10010527,CONTINENTAL,Reifen,09.csv,245,40,R,19,,,PREMIUMC. 6 SSRXL*,,09,,,,,,
4019238022773,10010576,CONTINENTAL,Reifen,09.csv,275,35,R,19,,,PREMIUMC. 6 SSRXL*,,09,,,,,,
